"Kod";"Nazwa";"zameldowania ogółem;ogółem;2008;[osoba]";"zameldowania z miast;ogółem;2008;[osoba]";"zameldowania ze wsi;ogółem;2008;[osoba]";"wymeldowania ogółem;ogółem;2008;[osoba]";"wymeldowania do miast;ogółem;2008;[osoba]";"wymeldowania na wieś;ogółem;2008;[osoba]";"wymeldowania za granicę;ogółem;2008;[osoba]";"saldo migracji;ogółem;2008;[osoba]";"saldo migracji na 1000 ludności;ogółem;2008;[osoba]";
1209073;"Sułkowice (3)";135;73;60;104;34;62;8;31;2,2;
1209074;"Sułkowice - miasto (4)";41;21;18;50;8;37;5;-9;-1,4;
1209075;"Sułkowice - obszar wiejski (5)";94;52;42;54;26;25;3;40;5,3;
1209082;"Tokarnia (2)";49;23;24;52;21;31;0;-3;-0,4;
1209092;"Wiśniowa (2)";57;35;16;59;22;27;10;-2;-0,3;
1210000;"Powiat nowosądecki";1695;990;647;1556;752;751;53;139;0,7;
1210011;"Grybów (1)";45;19;23;58;16;40;2;-13;-2,2;
1210022;"Chełmiec (2)";337;239;91;190;113;70;7;147;5,8;
1210032;"Gródek nad Dunajcem (2)";72;35;36;72;30;42;0;0;0,0;
1210042;"Grybów (2)";139;75;62;141;74;60;7;-2;-0,1;
1210052;"Kamionka Wielka (2)";80;41;38;49;28;20;1;31;3,3;
1210062;"Korzenna (2)";104;54;50;103;38;65;0;1;0,1;
1210073;"Krynica-Zdrój (3)";97;57;34;203;113;85;5;-106;-6,4;
1210074;"Krynica-Zdrój - miasto (4)";73;48;20;154;94;55;5;-81;-7,3;
1210075;"Krynica-Zdrój - obszar wiejski (5)";24;9;14;49;19;30;0;-25;-4,5;
1210082;"Łabowa (2)";43;27;16;46;16;30;0;-3;-0,6;
1210092;"Łącko (2)";93;38;46;84;31;52;1;9;0,6;
1210102;"Łososina Dolna (2)";84;33;46;65;35;27;3;19;1,9;
1210113;"Muszyna (3)";107;76;24;94;64;24;6;13;1,1;
1210114;"Muszyna - miasto (4)";61;45;12;52;30;17;5;9;1,8;
1210115;"Muszyna - obszar wiejski (5)";46;31;12;42;34;7;1;4;0,6;
1210122;"Nawojowa (2)";103;73;23;47;23;23;1;56;7,2;
1210133;"Piwniczna-Zdrój (3)";83;50;33;86;43;43;0;-3;-0,3;
1210134;"Piwniczna-Zdrój - miasto (4)";49;37;12;35;18;17;0;14;2,4;
1210135;"Piwniczna-Zdrój - obszar wiejski (5)";34;13;21;51;25;26;0;-17;-3,6;
1210142;"Podegrodzie (2)";89;48;39;89;25;64;0;0;0,0;
1210152;"Rytro (2)";33;20;13;39;18;17;4;-6;-1,6;
1210163;"Stary Sącz (3)";186;105;73;190;85;89;16;-4;-0,2;
1210164;"Stary Sącz - miasto (4)";69;46;19;99;40;47;12;-30;-3,3;
1210165;"Stary Sącz - obszar wiejski (5)";117;59;54;91;45;42;4;26;1,9;
1211000;"Powiat nowotarski";1451;592;652;1258;426;651;181;193;1,1;
1211011;"Nowy Targ (1)";174;71;76;320;100;153;67;-146;-4,4;
1211032;"Czarny Dunajec (2)";187;69;53;75;15;53;7;112;5,2;
1211042;"Czorsztyn (2)";61;21;29;36;4;25;7;25;3,4;
1211052;"Jabłonka (2)";90;29;56;80;29;48;3;10;0,6;
1211062;"Krościenko nad Dunajcem (2)";71;44;24;59;25;30;4;12;1,8;
1211072;"Lipnica Wielka (2)";22;13;7;38;8;28;2;-16;-2,8;
1211082;"Łapsze Niżne (2)";55;17;27;44;15;13;16;11;1,2;
1211092;"Nowy Targ (2)";189;75;72;97;29;47;21;92;4,1;
1211102;"Ochotnica Dolna (2)";46;18;26;46;18;28;0;0;0,0;
1211112;"Raba Wyżna (2)";146;64;78;106;39;66;1;40;2,9;
1211123;"Rabka-Zdrój (3)";164;86;64;149;61;75;13;15;0,9;
1211124;"Rabka-Zdrój - miasto (4)";133;77;45;109;51;48;10;24;1,8;
1211125;"Rabka-Zdrój - obszar wiejski (5)";31;9;19;40;10;27;3;-9;-2,2;
1211132;"Spytkowice (2)";22;6;16;26;6;16;4;-4;-1,0;
1211142;"Szaflary (2)";97;34;52;71;19;32;20;26;2,5;
1212000;"Powiat olkuski";964;602;344;1111;559;512;40;-147;-1,3;
1212011;"Bukowno (1)";84;75;7;112;64;44;4;-28;-2,6;
1212032;"Bolesław (2)";89;71;16;58;45;12;1;31;3,9;
1212042;"Klucze (2)";140;97;37;100;70;26;4;40;2,7;
1212053;"Olkusz (3)";389;245;139;619;281;307;31;-230;-4,6;
1212054;"Olkusz - miasto (4)";239;117;119;533;224;280;29;-294;-7,9;
1212055;"Olkusz - obszar wiejski (5)";150;128;20;86;57;27;2;64;5,0;
1212062;"Trzyciąż (2)";39;19;20;46;18;28;0;-7;-1,0;
1212073;"Wolbrom (3)";223;95;125;176;81;95;0;47;2,0;
1212074;"Wolbrom - miasto (4)";96;28;67;84;36;48;0;12;1,3;
1212075;"Wolbrom - obszar wiejski (5)";127;67;58;92;45;47;0;35;2,4;
1213000;"Powiat oświęcimski";1618;985;570;1694;727;847;120;-76;-0,5;
1213011;"Oświęcim (1)";362;189;163;524;184;320;20;-162;-4,0;
1213023;"Brzeszcze (3)";287;180;103;267;116;148;3;20;0,9;
1213024;"Brzeszcze - miasto (4)";111;41;69;170;45;123;2;-59;-5,1;
1213025;"Brzeszcze - obszar wiejski (5)";176;139;34;97;71;25;1;79;8,0;
1213033;"Chełmek (3)";132;85;35;169;94;66;9;-37;-2,9;
1213034;"Chełmek - miasto (4)";82;48;24;122;59;55;8;-40;-4,4;
1213035;"Chełmek - obszar wiejski (5)";50;37;11;47;35;11;1;3;0,8;
1213043;"Kęty (3)";297;164;114;380;149;160;71;-83;-2,5;
1213044;"Kęty - miasto (4)";151;67;71;261;93;114;54;-110;-5,7;
1213045;"Kęty - obszar wiejski (5)";146;97;43;119;56;46;17;27;1,9;
1213052;"Osiek (2)";46;23;18;64;22;36;6;-18;-2,3;
1213062;"Oświęcim (2)";312;256;51;128;93;29;6;184;10,8;
1213072;"Polanka Wielka (2)";39;14;20;19;6;12;1;20;4,8;
1213082;"Przeciszów (2)";46;33;12;56;26;30;0;-10;-1,5;
1213093;"Zator (3)";97;41;54;87;37;46;4;10;1,1;
1213094;"Zator - miasto (4)";46;18;27;46;11;32;3;0;0,0;
1213095;"Zator - obszar wiejski (5)";51;23;27;41;26;14;1;10;1,9;
1214000;"Powiat proszowicki";406;203;190;365;138;211;16;41;0,9;
1214012;"Koniusza (2)";96;48;42;59;30;29;0;37;4,2;
1214022;"Koszyce (2)";55;18;35;44;17;24;3;11;2,0;
1214032;"Nowe Brzesko (2)";45;26;17;45;22;22;1;0;0,0;
1214042;"Pałecznica (2)";34;14;18;31;10;19;2;3;0,8;
1214053;"Proszowice (3)";157;87;70;159;51;104;4;-2;-0,1;
1214054;"Proszowice - miasto (4)";72;32;40;65;15;49;1;7;1,1;
1214055;"Proszowice - obszar wiejski (5)";85;55;30;94;36;55;3;-9;-0,9;
1214062;"Radziemice (2)";19;10;8;27;8;13;6;-8;-2,4;
1215000;"Powiat suski";666;311;326;606;242;318;46;60;0,7;
1215011;"Jordanów (1)";65;30;29;50;14;34;2;15;2,9;
1215021;"Sucha Beskidzka (1)";66;28;35;76;31;41;4;-10;-1,0;
1215032;"Budzów (2)";52;30;22;56;23;33;0;-4;-0,5;
1215042;"Bystra-Sidzina (2)";50;16;34;36;15;20;1;14;2,1;
1215052;"Jordanów (2)";112;44;66;85;39;42;4;27;2,6;
1215063;"Maków Podhalański (3)";129;55;67;141;50;71;20;-12;-0,8;
1215064;"Maków Podhalański - miasto (4)";57;24;30;46;20;22;4;11;1,9;
1215065;"Maków Podhalański - obszar wiejski (5)";72;31;37;95;30;49;16;-23;-2,3;
1215072;"Stryszawa (2)";81;44;33;67;39;24;4;14;1,2;
1215082;"Zawoja (2)";66;40;24;60;20;40;0;6;0,7;
1215092;"Zembrzyce (2)";45;24;16;35;11;13;11;10;1,8;
1216000;"Powiat tarnowski";1868;930;760;1945;736;814;395;-77;-0,4;
1216013;"Ciężkowice (3)";62;25;35;126;50;65;11;-64;-5,8;
1216014;"Ciężkowice - miasto (4)";13;2;10;30;9;20;1;-17;-7,0;
1216015;"Ciężkowice - obszar wiejski (5)";49;23;25;96;41;45;10;-47;-5,4;
1216022;"Gromnik (2)";75;27;38;77;37;30;10;-2;-0,2;
1216032;"Lisia Góra (2)";146;68;60;104;39;52;13;42;3,0;
1216042;"Pleśna (2)";103;61;34;101;50;39;12;2;0,2;
1216052;"Radłów (2)";76;29;43;77;37;33;7;-1;-0,1;
1216072;"Rzepiennik Strzyżewski (2)";39;23;15;38;11;27;0;1;0,1;
1216082;"Skrzyszów (2)";163;99;57;94;43;49;2;69;5,2;
1216092;"Tarnów (2)";364;240;87;252;139;95;18;112;4,8;
1216103;"Tuchów (3)";179;64;94;255;89;93;73;-76;-4,3;
1216104;"Tuchów - miasto (4)";83;18;57;104;21;46;37;-21;-3,2;
1216105;"Tuchów - obszar wiejski (5)";96;46;37;151;68;47;36;-55;-4,9;
1216112;"Wierzchosławice (2)";122;61;44;209;32;22;155;-87;-8,2;
1216122;"Wietrzychowice (2)";49;16;25;31;13;17;1;18;4,3;
1216153;"Żabno (3)";139;59;63;175;56;71;48;-36;-1,9;
1216154;"Żabno - miasto (4)";32;9;15;69;21;22;26;-37;-8,7;
1216155;"Żabno - obszar wiejski (5)";107;50;48;106;35;49;22;1;0,1;
1217000;"Powiat tatrzański";612;298;204;620;244;310;66;-8;-0,1;
1217011;"Zakopane (1)";245;118;74;356;154;165;37;-111;-4,1;
1217022;"Biały Dunajec (2)";63;26;29;41;10;30;1;22;3,2;
1217032;"Bukowina Tatrzańska (2)";105;45;35;84;10;50;24;21;1,7;
1217042;"Kościelisko (2)";87;55;25;66;36;30;0;21;2,6;
1217052;"Poronin (2)";112;54;41;73;34;35;4;39;3,6;
1218000;"Powiat wadowicki";1401;715;634;1390;495;804;91;11;0,1;
1218013;"Andrychów (3)";368;228;125;484;165;289;30;-116;-2,7;
1218014;"Andrychów - miasto (4)";149;51;89;339;89;225;25;-190;-8,8;
1218015;"Andrychów - obszar wiejski (5)";219;177;36;145;76;64;5;74;3,5;
1218022;"Brzeźnica (2)";90;54;35;79;25;37;17;11;1,1;
1218033;"Kalwaria Zebrzydowska (3)";143;56;79;134;50;82;2;9;0,5;
1218034;"Kalwaria Zebrzydowska - miasto (4)";42;15;22;54;20;32;2;-12;-2,7;
1218035;"Kalwaria Zebrzydowska - obszar wiejski (5)";101;41;57;80;30;50;0;21;1,4;
1218042;"Lanckorona (2)";46;16;29;44;23;19;2;2;0,3;
1218052;"Mucharz (2)";35;8;26;43;14;28;1;-8;-2,1;
1218062;"Spytkowice (2)";63;38;23;47;23;19;5;16;1,6;
1218072;"Stryszów (2)";31;14;16;54;18;35;1;-23;-3,4;
1218082;"Tomice (2)";119;68;48;75;27;43;5;44;6,0;
1218093;"Wadowice (3)";405;183;207;357;121;216;20;48;1,3;
1218094;"Wadowice - miasto (4)";213;67;135;223;58;157;8;-10;-0,5;
1218095;"Wadowice - obszar wiejski (5)";192;116;72;134;63;59;12;58;3,1;
1218102;"Wieprz (2)";101;50;46;73;29;36;8;28;2,4;
1219000;"Powiat wielicki";1838;1412;384;775;364;366;45;1063;9,8;
1219012;"Biskupice (2)";93;62;31;61;25;36;0;32;3,6;
1219022;"Gdów (2)";103;55;46;89;29;58;2;14;0,8;
1219032;"Kłaj (2)";116;68;41;63;41;22;0;53;5,3;
1219043;"Niepołomice (3)";430;333;90;145;69;70;6;285;12,4;
1219044;"Niepołomice - miasto (4)";256;205;49;62;34;27;1;194;21,5;
1219045;"Niepołomice - obszar wiejski (5)";174;128;41;83;35;43;5;91;6,5;
1219053;"Wieliczka (3)";1096;894;176;417;200;180;37;679;13,7;
1219054;"Wieliczka - miasto (4)";491;391;87;249;96;128;25;242;12,5;
1219055;"Wieliczka - obszar wiejski (5)";605;503;89;168;104;52;12;437;14,4;
1261000;"Powiat m. Kraków";6070;3483;2128;6132;2193;3642;297;-62;-0,1;
1261011;"Kraków (1)";6070;3483;2128;6132;2193;3642;297;-62;-0,1;
1262000;"Powiat m. Nowy Sącz";607;253;330;932;329;513;90;-325;-3,8;
1262011;"Nowy Sącz (1)";607;253;330;932;329;513;90;-325;-3,8;
1263000;"Powiat m. Tarnów";822;272;439;1404;334;680;390;-582;-5,0;
1263011;"Tarnów (1)";822;272;439;1404;334;680;390;-582;-5,0;
1400000;"MAZOWIECKIE";66193;42526;22273;54748;29376;24304;1068;11445;2,2;
1401000;"Powiat białobrzeski";304;141;163;327;146;181;0;-23;-0,7;
1401013;"Białobrzegi (3)";94;45;49;120;46;74;0;-26;-2,5;
1401014;"Białobrzegi - miasto (4)";43;13;30;97;39;58;0;-54;-7,4;
1401015;"Białobrzegi - obszar wiejski (5)";51;32;19;23;7;16;0;28;9,2;
1401022;"Promna (2)";75;32;43;47;24;23;0;28;5,0;
1401032;"Radzanów (2)";22;9;13;43;23;20;0;-21;-5,4;
1401042;"Stara Błotnica (2)";46;17;29;39;8;31;0;7;1,3;
1401052;"Stromiec (2)";40;21;19;38;18;20;0;2;0,4;
1401063;"Wyśmierzyce (3)";27;17;10;40;27;13;0;-13;-4,5;
1401064;"Wyśmierzyce - miasto (4)";7;4;3;12;11;1;0;-5;-5,7;
1401065;"Wyśmierzyce - obszar wiejski (5)";20;13;7;28;16;12;0;-8;-4,0;
1402000;"Powiat ciechanowski";951;439;507;1167;654;506;7;-216;-2,4;
1402011;"Ciechanów (1)";461;160;298;568;291;273;4;-107;-2,4;
1402022;"Ciechanów (2)";164;130;34;82;71;8;3;82;13,5;
1402033;"Glinojeck (3)";77;33;44;85;40;45;0;-8;-1,0;
1402034;"Glinojeck - miasto (4)";29;7;22;48;22;26;0;-19;-6,2;
1402035;"Glinojeck - obszar wiejski (5)";48;26;22;37;18;19;0;11;2,3;
1402042;"Gołymin-Ośrodek (2)";33;4;28;63;17;46;0;-30;-7,6;
1402052;"Grudusk (2)";30;15;15;61;37;24;0;-31;-8,0;
1402062;"Ojrzeń (2)";29;13;16;57;31;26;0;-28;-6,4;
1402072;"Opinogóra Górna (2)";47;23;23;90;61;29;0;-43;-7,3;
1402082;"Regimin (2)";44;27;17;91;60;31;0;-47;-9,5;
1402092;"Sońsk (2)";66;34;32;70;46;24;0;-4;-0,5;
1403000;"Powiat garwoliński";836;412;419;923;453;465;5;-87;-0,8;
1403011;"Garwolin (1)";174;79;94;207;82;125;0;-33;-2,0;
1403021;"Łaskarzew (1)";15;5;10;36;23;13;0;-21;-4,3;
1403032;"Borowie (2)";42;16;26;39;15;24;0;3;0,6;
1403042;"Garwolin (2)";152;110;42;92;58;33;1;60;5,0;
1403052;"Górzno (2)";59;41;18;42;17;25;0;17;2,8;
1403062;"Łaskarzew (2)";26;15;11;39;14;25;0;-13;-2,4;
1403072;"Maciejowice (2)";38;8;28;67;45;22;0;-29;-4,0;
1403082;"Miastków Kościelny (2)";26;8;17;33;16;17;0;-7;-1,4;
1403092;"Parysów (2)";24;9;15;20;6;14;0;4;1,0;
1403103;"Pilawa (3)";63;20;42;84;35;47;2;-21;-2,0;
1403104;"Pilawa - miasto (4)";37;7;30;44;14;29;1;-7;-1,6;
1403105;"Pilawa - obszar wiejski (5)";26;13;12;40;21;18;1;-14;-2,2;
1403112;"Sobolew (2)";53;20;33;62;34;26;2;-9;-1,1;
1403122;"Trojanów (2)";52;28;24;63;32;31;0;-11;-1,4;
1403132;"Wilga (2)";57;34;23;38;25;13;0;19;3,6;
1403143;"Żelechów (3)";55;19;36;101;51;50;0;-46;-5,5;
1403144;"Żelechów - miasto (4)";30;8;22;52;28;24;0;-22;-5,4;
1403145;"Żelechów - obszar wiejski (5)";25;11;14;49;23;26;0;-24;-5,6;
1404000;"Powiat gostyniński";450;205;237;580;271;297;12;-130;-2,8;
1404011;"Gostynin (1)";164;55;105;250;92;150;8;-86;-4,5;
1404022;"Gostynin (2)";168;100;65;134;82;51;1;34;2,7;
1404032;"Pacyna (2)";23;13;10;70;29;41;0;-47;-12,2;
1404042;"Sanniki (2)";41;17;23;54;30;21;3;-13;-2,0;
1404052;"Szczawin Kościelny (2)";54;20;34;72;38;34;0;-18;-3,5;
1405000;"Powiat grodziski";1996;1496;476;1093;660;418;15;903;11,2;
1405011;"Milanówek (1)";306;249;53;241;169;68;4;65;4,1;
1405021;"Podkowa Leśna (1)";82;66;16;68;43;25;0;14;3,7;
1405032;"Baranów (2)";60;33;27;47;16;31;0;13;2,6;
1405043;"Grodzisk Mazowiecki (3)";1026;746;266;558;305;245;8;468;12,1;
1405044;"Grodzisk Mazowiecki - miasto (4)";657;430;216;425;207;210;8;232;8,4;
1405045;"Grodzisk Mazowiecki - obszar wiejski (5)";369;316;50;133;98;35;0;236;21,4;
1405052;"Jaktorów (2)";294;218;71;103;79;21;3;191;18,3;
1405062;"Żabia Wola (2)";228;184;43;76;48;28;0;152;22,9;
1406000;"Powiat grójecki";1138;616;508;974;519;451;4;164;1,7;
1406012;"Belsk Duży (2)";63;30;33;60;34;26;0;3;0,4;
1406022;"Błędów (2)";42;16;26;60;31;29;0;-18;-2,3;
1406032;"Chynów (2)";104;58;45;70;44;26;0;34;3,6;
1406042;"Goszczyn (2)";37;12;24;30;8;22;0;7;2,4;
1406053;"Grójec (3)";383;232;149;295;147;145;3;88;3,7;
1406054;"Grójec - miasto (4)";218;103;113;195;87;105;3;23;1,5;
1406055;"Grójec - obszar wiejski (5)";165;129;36;100;60;40;0;65;7,9;
1406062;"Jasieniec (2)";51;21;28;53;16;37;0;-2;-0,4;
1406073;"Mogielnica (3)";124;63;61;93;63;30;0;31;3,4;
1406074;"Mogielnica - miasto (4)";38;17;21;24;12;12;0;14;5,7;
1406075;"Mogielnica - obszar wiejski (5)";86;46;40;69;51;18;0;17;2,6;
1406083;"Nowe Miasto nad Pilicą (3)";93;49;41;123;74;49;0;-30;-3,7;
1406084;"Nowe Miasto nad Pilicą - miasto (4)";58;22;33;60;33;27;0;-2;-0,5;
1406085;"Nowe Miasto nad Pilicą - obszar wiejski (5)";35;27;8;63;41;22;0;-28;-6,5;
1406092;"Pniewy (2)";71;40;30;46;28;18;0;25;5,4;
1406113;"Warka (3)";170;95;71;144;74;69;1;26;1,4;
1406114;"Warka - miasto (4)";109;58;47;96;44;51;1;13;1,1;
1406115;"Warka - obszar wiejski (5)";61;37;24;48;30;18;0;13;1,7;
1407000;"Powiat kozienicki";501;305;187;681;379;286;16;-180;-2,9;
1407012;"Garbatka-Letnisko (2)";61;37;23;50;30;19;1;11;2,1;
1407022;"Głowaczów (2)";57;33;23;71;51;20;0;-14;-1,9;
1407032;"Gniewoszów (2)";34;15;19;45;21;23;1;-11;-2,7;
1407042;"Grabów nad Pilicą (2)";43;28;15;21;15;6;0;22;5,8;
1407053;"Kozienice (3)";210;120;87;399;205;180;14;-189;-6,3;
1407054;"Kozienice - miasto (4)";96;31;63;270;123;136;11;-174;-9,6;
1407055;"Kozienice - obszar wiejski (5)";114;89;24;129;82;44;3;-15;-1,3;
1407062;"Magnuszew (2)";57;39;14;44;26;18;0;13;2,0;
1407072;"Sieciechów (2)";39;33;6;51;31;20;0;-12;-2,8;
1408000;"Powiat legionowski";3036;2261;751;1504;894;586;24;1532;15,3;
1408011;"Legionowo (1)";1053;659;381;798;363;420;15;255;5,0;
1408022;"Jabłonna (2)";739;628;106;279;229;50;0;460;31,5;
1408032;"Nieporęt (2)";453;395;56;166;119;41;6;287;23,5;
1408043;"Serock (3)";453;325;127;133;89;41;3;320;27,1;
1408044;"Serock - miasto (4)";137;93;43;62;42;20;0;75;19,4;
1408045;"Serock - obszar wiejski (5)";316;232;84;71;47;21;3;245;30,9;
1408052;"Wieliszew (2)";338;254;81;128;94;34;0;210;20,3;
1409000;"Powiat lipski";293;138;149;341;181;154;6;-48;-1,3;
1409012;"Chotcza (2)";19;6;11;32;12;20;0;-13;-5,2;
1409022;"Ciepielów (2)";42;18;24;34;18;16;0;8;1,4;
1409033;"Lipsko (3)";91;36;52;143;85;56;2;-52;-4,5;
1409034;"Lipsko - miasto (4)";39;12;26;83;44;37;2;-44;-7,6;
1409035;"Lipsko - obszar wiejski (5)";52;24;26;60;41;19;0;-8;-1,4;
1409042;"Rzeczniów (2)";33;19;13;40;17;23;0;-7;-1,5;
1409052;"Sienno (2)";61;32;29;44;19;25;0;17;2,7;
1409062;"Solec nad Wisłą (2)";47;27;20;48;30;14;4;-1;-0,2;
1410000;"Powiat łosicki";258;101;153;348;194;150;4;-90;-2,8;
1410012;"Huszlew (2)";29;14;15;31;18;13;0;-2;-0,7;
1410023;"Łosice (3)";94;30;63;125;74;51;0;-31;-2,8;
1410024;"Łosice - miasto (4)";60;14;45;78;46;32;0;-18;-2,5;
1410025;"Łosice - obszar wiejski (5)";34;16;18;47;28;19;0;-13;-3,3;
1410032;"Olszanka (2)";20;9;11;50;25;25;0;-30;-9,5;
1410042;"Platerów (2)";37;19;17;66;37;26;3;-29;-5,7;
1410052;"Sarnaki (2)";36;12;22;41;23;18;0;-5;-1,0;
1410062;"Stara Kornica (2)";42;17;25;35;17;17;1;7;1,4;
1411000;"Powiat makowski";402;184;215;607;343;255;9;-205;-4,4;
1411011;"Maków Mazowiecki (1)";74;18;55;155;82;67;6;-81;-8,3;
1411022;"Czerwonka (2)";41;25;16;25;18;7;0;16;6,0;
1411032;"Karniewo (2)";40;26;13;68;36;32;0;-28;-5,2;
1411042;"Krasnosielc (2)";41;13;28;59;38;21;0;-18;-2,8;
1411052;"Młynarze (2)";15;3;12;19;5;14;0;-4;-2,3;
1411062;"Płoniawy-Bramura (2)";50;30;20;66;33;33;0;-16;-2,8;
1411073;"Różan (3)";51;22;29;88;52;33;3;-37;-8,4;
1411074;"Różan - miasto (4)";26;10;16;47;25;19;3;-21;-7,9;
1411075;"Różan - obszar wiejski (5)";25;12;13;41;27;14;0;-16;-9,1;
1411082;"Rzewnie (2)";13;5;8;36;25;11;0;-23;-8,4;
1411092;"Sypniewo (2)";30;22;7;42;18;24;0;-12;-3,4;
1411102;"Szelków (2)";47;20;27;49;36;13;0;-2;-0,5;
1412000;"Powiat miński";2040;1292;726;1380;684;677;19;660;4,6;
1412011;"Mińsk Mazowiecki (1)";522;277;237;466;161;296;9;56;1,5;
1412042;"Cegłów (2)";51;25;26;57;26;31;0;-6;-1,0;
1412052;"Dębe Wielkie (2)";143;105;38;65;36;29;0;78;9,2;
1412062;"Dobre (2)";53;23;30;43;14;29;0;10;1,7;
1412082;"Jakubów (2)";53;30;23;50;21;29;0;3;0,6;
1412093;"Kałuszyn (3)";54;21;33;59;31;28;0;-5;-0,8;
1412094;"Kałuszyn - miasto (4)";23;6;17;28;12;16;0;-5;-1,7;
1412095;"Kałuszyn - obszar wiejski (5)";31;15;16;31;19;12;0;0;0,0;
1412102;"Latowicz (2)";46;18;27;63;34;29;0;-17;-3,1;
1412112;"Mińsk Mazowiecki (2)";270;188;82;123;76;47;0;147;11,0;
1412122;"Mrozy (2)";88;61;27;70;31;38;1;18;2,1;
1412132;"Siennica (2)";95;48;47;44;31;13;0;51;7,3;
1412142;"Stanisławów (2)";68;22;45;52;22;29;1;16;2,6;
1413000;"Powiat mławski";693;253;437;884;494;380;10;-191;-2,6;
1413011;"Mława (1)";307;87;219;284;151;127;6;23;0,8;
1413022;"Dzierzgowo (2)";16;8;8;58;42;16;0;-42;-12,4;
1413032;"Lipowiec Kościelny (2)";52;21;30;69;32;37;0;-17;-3,3;
1413042;"Radzanów (2)";36;13;23;57;27;30;0;-21;-6,0;
1413052;"Strzegowo (2)";36;18;18;106;57;49;0;-70;-9,0;
1413062;"Stupsk (2)";41;13;28;65;35;29;1;-24;-4,8;
1413072;"Szreńsk (2)";55;22;33;58;30;28;0;-3;-0,7;
1413082;"Szydłowo (2)";42;15;27;52;34;17;1;-10;-2,2;
1413092;"Wieczfnia Kościelna (2)";39;18;20;60;40;18;2;-21;-5,0;
1413102;"Wiśniewo (2)";69;38;31;75;46;29;0;-6;-1,1;
1414000;"Powiat nowodworski";943;577;360;880;555;315;10;63;0,8;
1414011;"Nowy Dwór Mazowiecki (1)";349;182;165;409;240;159;10;-60;-2,2;
1414022;"Czosnów (2)";181;142;38;87;66;21;0;94;10,5;
1414032;"Leoncin (2)";51;27;24;40;27;13;0;11;2,1;
1414043;"Nasielsk (3)";175;80;94;171;113;58;0;4;0,2;
1414044;"Nasielsk - miasto (4)";61;24;37;90;61;29;0;-29;-3,9;
1414045;"Nasielsk - obszar wiejski (5)";114;56;57;81;52;29;0;33;2,8;
1414052;"Pomiechówek (2)";108;92;15;101;71;30;0;7;0,8;
1414063;"Zakroczym (3)";79;54;24;72;38;34;0;7;1,1;
1414064;"Zakroczym - miasto (4)";40;27;13;43;20;23;0;-3;-0,9;
1414065;"Zakroczym - obszar wiejski (5)";39;27;11;29;18;11;0;10;3,4;
1415000;"Powiat ostrołęcki";1032;584;438;988;522;444;22;44;0,5;
1415012;"Baranowo (2)";21;9;12;73;30;43;0;-52;-7,8;
1415022;"Czarnia (2)";20;8;12;50;16;33;1;-30;-11,7;
1415032;"Czerwin (2)";49;25;24;73;33;40;0;-24;-4,6;
1415042;"Goworowo (2)";52;28;22;115;70;43;2;-63;-7,3;
1415052;"Kadzidło (2)";109;33;73;89;37;52;0;20;1,8;
1415062;"Lelis (2)";103;58;45;76;39;34;3;27;3,2;
1415072;"Łyse (2)";73;26;46;99;46;52;1;-26;-3,3;
1415083;"Myszyniec (3)";110;22;88;149;89;55;5;-39;-3,8;
1415084;"Myszyniec - miasto (4)";47;6;41;31;22;7;2;16;5,3;
1415085;"Myszyniec - obszar wiejski (5)";63;16;47;118;67;48;3;-55;-7,7;
1415092;"Olszewo-Borki (2)";191;146;45;90;58;27;5;101;10,6;
1415102;"Rzekuń (2)";266;210;52;113;73;35;5;153;17,0;
1415112;"Troszyn (2)";38;19;19;61;31;30;0;-23;-4,8;
1416000;"Powiat ostrowski";610;277;319;841;479;342;20;-231;-3,1;
1416011;"Ostrów Mazowiecka (1)";174;62;105;259;145;107;7;-85;-3,8;
1416022;"Andrzejewo (2)";27;10;17;51;29;22;0;-24;-5,4;
1416032;"Boguty-Pianki (2)";9;1;8;38;20;18;0;-29;-10,4;
1416043;"Brok (3)";52;32;20;28;18;10;0;24;8,3;
1416044;"Brok - miasto (4)";46;32;14;18;9;9;0;28;14,8;
1416045;"Brok - obszar wiejski (5)";6;0;6;10;9;1;0;-4;-4,0;
1416052;"Małkinia Górna (2)";71;26;40;147;88;49;10;-76;-6,3;
1416062;"Nur (2)";18;12;6;34;26;8;0;-16;-5,2;
1416072;"Ostrów Mazowiecka (2)";140;88;52;126;86;38;2;14;1,1;
1416082;"Stary Lubotyń (2)";38;12;25;35;12;23;0;3;0,8;
1416092;"Szulborze Wielkie (2)";9;4;5;24;6;17;1;-15;-8,5;
1416102;"Wąsewo (2)";41;18;22;62;34;28;0;-21;-4,6;
1416112;"Zaręby Kościelne (2)";31;12;19;37;15;22;0;-6;-1,6;
1417000;"Powiat otwocki";1960;1501;442;1117;793;317;7;843;7,1;
1417011;"Józefów (1)";519;454;63;211;169;40;2;308;16,1;
1417021;"Otwock (1)";660;501;154;399;284;112;3;261;6,0;
1417032;"Celestynów (2)";146;97;48;90;60;28;2;56;5,0;
1417043;"Karczew (3)";169;119;46;171;120;51;0;-2;-0,1;
1417044;"Karczew - miasto (4)";118;85;32;125;91;34;0;-7;-0,7;
1417045;"Karczew - obszar wiejski (5)";51;34;14;46;29;17;0;5;0,9;
1417052;"Kołbiel (2)";60;33;27;65;32;33;0;-5;-0,6;
1417062;"Osieck (2)";56;27;29;17;11;6;0;39;11,3;
