"Kod";"Nazwa";"zameldowania ogółem;ogółem;2023;[osoba]";"zameldowania z miast;ogółem;2023;[osoba]";"zameldowania ze wsi;ogółem;2023;[osoba]";"wymeldowania ogółem;ogółem;2023;[osoba]";"wymeldowania do miast;ogółem;2023;[osoba]";"wymeldowania na wieś;ogółem;2023;[osoba]";"saldo migracji;ogółem;2023;[osoba]";"saldo migracji na 1000 ludności;ogółem;2023;[osoba]";
2001072;"Sztabin (2)";21;14;6;48;40;8;-27;-5,9;
2002000;"Powiat białostocki";3642;2814;728;1820;1098;694;1822;11,6;
2002013;"Choroszcz (3)";656;475;155;205;148;57;451;25,3;
2002014;"Choroszcz - miasto (4)";153;102;44;78;48;30;75;12,4;
2002015;"Choroszcz - obszar wiejski (5)";503;373;111;127;100;27;376;31,9;
2002023;"Czarna Białostocka (3)";101;70;27;147;80;59;-46;-4,3;
2002024;"Czarna Białostocka - miasto (4)";55;29;22;127;68;53;-72;-8,3;
2002025;"Czarna Białostocka - obszar wiejski (5)";46;41;5;20;12;6;26;12,5;
2002032;"Dobrzyniewo Duże (2)";259;214;38;101;60;40;158;15,3;
2002042;"Gródek (2)";53;43;7;46;31;15;7;1,4;
2002052;"Juchnowiec Kościelny (2)";476;407;62;242;125;114;234;12,7;
2002063;"Łapy (3)";149;75;64;246;158;84;-97;-4,8;
2002064;"Łapy - miasto (4)";92;35;50;170;102;64;-78;-5,4;
2002065;"Łapy - obszar wiejski (5)";57;40;14;76;56;20;-19;-3,2;
2002082;"Poświętne (2)";18;14;4;45;25;18;-27;-8,7;
2002093;"Supraśl (3)";621;544;63;197;132;62;424;23,7;
2002094;"Supraśl - miasto (4)";40;34;4;60;36;24;-20;-4,6;
2002095;"Supraśl - obszar wiejski (5)";581;510;59;137;96;38;444;32,9;
2002103;"Suraż (3)";18;8;10;11;4;6;7;3,7;
2002104;"Suraż - miasto (4)";8;3;5;7;2;4;1;1,0;
2002105;"Suraż - obszar wiejski (5)";10;5;5;4;2;2;6;6,4;
2002112;"Turośń Kościelna (2)";243;163;77;64;40;24;179;25,7;
2002123;"Tykocin (3)";38;15;21;74;36;38;-36;-6,3;
2002124;"Tykocin - miasto (4)";11;4;5;24;14;10;-13;-7,0;
2002125;"Tykocin - obszar wiejski (5)";27;11;16;50;22;28;-23;-6,0;
2002133;"Wasilków (3)";715;578;116;210;130;78;505;24,4;
2002134;"Wasilków - miasto (4)";305;235;61;145;76;67;160;12,6;
2002135;"Wasilków - obszar wiejski (5)";410;343;55;65;54;11;345;43,1;
2002143;"Zabłudów (3)";234;173;59;125;68;57;109;10,9;
2002144;"Zabłudów - miasto (4)";20;8;12;44;28;16;-24;-9,6;
2002145;"Zabłudów - obszar wiejski (5)";214;165;47;81;40;41;133;17,8;
2002152;"Zawady (2)";11;3;8;37;23;14;-26;-10,5;
2003000;"Powiat bielski";497;283;200;634;364;264;-137;-2,7;
2003011;"Bielsk Podlaski (1)";173;66;101;292;145;143;-119;-5,0;
2003021;"Brańsk (1)";49;28;21;57;23;33;-8;-2,3;
2003032;"Bielsk Podlaski (2)";126;104;19;50;37;13;76;11,8;
2003042;"Boćki (2)";38;21;15;42;28;13;-4;-1,0;
2003052;"Brańsk (2)";45;23;19;64;38;26;-19;-3,6;
2003062;"Orla (2)";29;22;7;41;34;7;-12;-4,9;
2003072;"Rudka (2)";17;11;6;30;21;9;-13;-8,0;
2003082;"Wyszki (2)";20;8;12;58;38;20;-38;-9,7;
2004000;"Powiat grajewski";275;133;129;532;379;153;-257;-5,8;
2004011;"Grajewo (1)";121;38;76;241;156;85;-120;-5,7;
2004022;"Grajewo (2)";50;40;10;73;62;11;-23;-4,2;
2004032;"Radziłów (2)";22;7;13;64;50;14;-42;-9,7;
2004043;"Rajgród (3)";29;23;6;51;42;9;-22;-4,7;
2004044;"Rajgród - miasto (4)";13;11;2;21;19;2;-8;-5,7;
2004045;"Rajgród - obszar wiejski (5)";16;12;4;30;23;7;-14;-4,3;
2004053;"Szczuczyn (3)";37;16;18;74;54;20;-37;-6,4;
2004054;"Szczuczyn - miasto (4)";26;10;13;40;30;10;-14;-4,4;
2004055;"Szczuczyn - obszar wiejski (5)";11;6;5;34;24;10;-23;-8,8;
2004062;"Wąsosz (2)";16;9;6;29;15;14;-13;-3,9;
2005000;"Powiat hajnowski";316;178;121;470;279;185;-154;-3,9;
2005011;"Hajnówka (1)";99;28;66;229;124;101;-130;-6,8;
2005022;"Białowieża (2)";25;12;11;22;18;4;3;1,5;
2005032;"Czeremcha (2)";17;11;5;36;20;15;-19;-7,1;
2005042;"Czyże (2)";19;9;10;17;10;7;2;1,1;
2005052;"Dubicze Cerkiewne (2)";11;8;3;17;16;1;-6;-4,5;
2005062;"Hajnówka (2)";53;43;8;47;34;13;6;1,6;
2005073;"Kleszczele (3)";27;15;12;31;12;18;-4;-1,9;
2005074;"Kleszczele - miasto (4)";7;2;5;19;8;10;-12;-11,3;
2005075;"Kleszczele - obszar wiejski (5)";20;13;7;12;4;8;8;7,6;
2005082;"Narew (2)";34;23;6;29;14;15;5;1,5;
2005092;"Narewka (2)";31;29;0;42;31;11;-11;-3,5;
2006000;"Powiat kolneński";246;125;110;441;295;139;-195;-5,5;
2006011;"Kolno (1)";73;20;47;131;83;48;-58;-5,9;
2006022;"Grabowo (2)";16;9;6;51;42;9;-35;-10,9;
2006032;"Kolno (2)";63;42;20;85;66;19;-22;-2,8;
2006042;"Mały Płock (2)";45;29;14;60;46;14;-15;-3,4;
2006053;"Stawiski (3)";16;9;6;70;40;30;-54;-9,7;
2006054;"Stawiski - miasto (4)";4;4;0;29;17;12;-25;-12,4;
2006055;"Stawiski - obszar wiejski (5)";12;5;6;41;23;18;-29;-8,2;
2006062;"Turośl (2)";33;16;17;44;18;19;-11;-2,3;
2007000;"Powiat łomżyński";627;424;191;588;362;226;39;0,8;
2007013;"Jedwabne (3)";41;16;25;66;44;22;-25;-5,1;
2007014;"Jedwabne - miasto (4)";23;6;17;27;18;9;-4;-2,4;
2007015;"Jedwabne - obszar wiejski (5)";18;10;8;39;26;13;-21;-6,5;
2007022;"Łomża (2)";295;240;52;138;106;32;157;13,1;
2007032;"Miastkowo (2)";26;12;11;63;24;39;-37;-9,2;
2007043;"Nowogród (3)";48;25;23;50;26;24;-2;-0,5;
2007044;"Nowogród - miasto (4)";30;13;17;25;9;16;5;2,4;
2007045;"Nowogród - obszar wiejski (5)";18;12;6;25;17;8;-7;-3,9;
2007052;"Piątnica (2)";119;83;35;94;70;24;25;2,4;
2007062;"Przytuły (2)";12;6;4;31;17;14;-19;-9,8;
2007072;"Śniadowo (2)";29;15;14;56;31;25;-27;-5,3;
2007082;"Wizna (2)";34;15;19;37;20;17;-3;-0,8;
2007092;"Zbójna (2)";23;12;8;53;24;29;-30;-7,6;
2008000;"Powiat moniecki";284;150;118;462;288;149;-178;-4,7;
2008013;"Goniądz (3)";42;25;16;64;38;20;-22;-4,8;
2008014;"Goniądz - miasto (4)";22;10;11;23;16;7;-1;-0,6;
2008015;"Goniądz - obszar wiejski (5)";20;15;5;41;22;13;-21;-7,2;
2008022;"Jasionówka (2)";22;10;12;19;13;6;3;1,2;
2008032;"Jaświły (2)";17;9;8;64;48;16;-47;-10,9;
2008043;"Knyszyn (3)";37;18;16;51;32;19;-14;-3,1;
2008044;"Knyszyn - miasto (4)";27;14;12;23;15;8;4;1,5;
2008045;"Knyszyn - obszar wiejski (5)";10;4;4;28;17;11;-18;-9,8;
2008052;"Krypno (2)";35;22;12;31;24;7;4;1,1;
2008063;"Mońki (3)";111;51;49;195;107;69;-84;-6,0;
2008064;"Mońki - miasto (4)";69;23;40;139;65;58;-70;-7,4;
2008065;"Mońki - obszar wiejski (5)";42;28;9;56;42;11;-14;-3,1;
2008072;"Trzcianne (2)";20;15;5;38;26;12;-18;-4,5;
2009000;"Powiat sejneński";138;77;56;182;128;52;-44;-2,3;
2009011;"Sejny (1)";35;9;26;58;31;26;-23;-4,7;
2009022;"Giby (2)";20;13;7;18;11;7;2;0,8;
2009032;"Krasnopol (2)";42;33;8;38;28;10;4;1,1;
2009042;"Puńsk (2)";11;4;5;35;30;5;-24;-6,0;
2009052;"Sejny (2)";30;18;10;33;28;4;-3;-0,8;
2010000;"Powiat siemiatycki";348;179;154;522;329;193;-174;-4,3;
2010011;"Siemiatycze (1)";136;48;77;190;92;98;-54;-4,0;
2010023;"Drohiczyn (3)";19;12;7;71;52;19;-52;-9,1;
2010024;"Drohiczyn - miasto (4)";4;3;1;23;16;7;-19;-10,7;
2010025;"Drohiczyn - obszar wiejski (5)";15;9;6;48;36;12;-33;-8,4;
2010032;"Dziadkowice (2)";8;3;5;32;25;7;-24;-9,5;
2010042;"Grodzisk (2)";33;17;15;48;32;16;-15;-4,0;
2010052;"Mielnik (2)";5;4;1;31;26;5;-26;-12,5;
2010062;"Milejczyce (2)";21;15;5;23;11;12;-2;-1,2;
2010072;"Nurzec-Stacja (2)";29;22;7;40;32;8;-11;-3,2;
2010082;"Perlejewo (2)";17;7;10;27;13;14;-10;-4,0;
2010092;"Siemiatycze (2)";80;51;27;60;46;14;20;3,5;
2011000;"Powiat sokólski";442;218;201;765;547;216;-323;-5,2;
2011013;"Dąbrowa Białostocka (3)";70;31;36;160;108;52;-90;-8,9;
2011014;"Dąbrowa Białostocka - miasto (4)";38;8;28;91;57;34;-53;-10,5;
2011015;"Dąbrowa Białostocka - obszar wiejski (5)";32;23;8;69;51;18;-37;-7,2;
2011022;"Janów (2)";20;13;7;34;30;4;-14;-3,7;
2011032;"Korycin (2)";19;12;7;31;16;15;-12;-3,9;
2011052;"Kuźnica (2)";26;14;7;49;42;7;-23;-6,3;
2011062;"Nowy Dwór (2)";11;10;1;31;21;10;-20;-9,1;
2011072;"Sidra (2)";15;7;8;32;26;6;-17;-5,6;
2011083;"Sokółka (3)";190;87;91;266;182;82;-76;-3,2;
2011084;"Sokółka - miasto (4)";125;43;76;189;122;65;-64;-3,7;
2011085;"Sokółka - obszar wiejski (5)";65;44;15;77;60;17;-12;-1,8;
2011093;"Suchowola (3)";45;16;28;86;68;18;-41;-6,4;
2011094;"Suchowola - miasto (4)";25;7;18;37;31;6;-12;-5,9;
2011095;"Suchowola - obszar wiejski (5)";20;9;10;49;37;12;-29;-6,7;
2011102;"Szudziałowo (2)";19;11;7;34;21;13;-15;-5,4;
2012000;"Powiat suwalski";463;313;134;506;364;140;-43;-1,2;
2012012;"Bakałarzewo (2)";51;26;22;53;30;23;-2;-0,7;
2012022;"Filipów (2)";32;21;11;48;27;21;-16;-4,0;
2012032;"Jeleniewo (2)";39;27;12;43;33;10;-4;-1,3;
2012042;"Przerośl (2)";22;12;8;36;24;12;-14;-5,1;
2012052;"Raczki (2)";28;12;16;70;52;17;-42;-7,4;
2012062;"Rutka-Tartak (2)";25;8;13;31;22;9;-6;-2,7;
2012072;"Suwałki (2)";201;162;34;121;96;24;80;10,0;
2012082;"Szypliszki (2)";50;41;7;65;51;14;-15;-3,9;
2012092;"Wiżajny (2)";15;4;11;39;29;10;-24;-12,1;
2013000;"Powiat wysokomazowiecki";470;152;300;716;415;299;-246;-4,6;
2013011;"Wysokie Mazowieckie (1)";112;16;95;119;55;63;-7;-0,8;
2013023;"Ciechanowiec (3)";79;23;54;115;70;44;-36;-4,5;
2013024;"Ciechanowiec - miasto (4)";42;12;30;60;39;21;-18;-4,1;
2013025;"Ciechanowiec - obszar wiejski (5)";37;11;24;55;31;23;-18;-5,0;
2013042;"Klukowo (2)";15;5;9;58;33;25;-43;-10,8;
2013052;"Kobylin-Borzymy (2)";31;8;19;31;15;16;0;0,0;
2013062;"Kulesze Kościelne (2)";14;1;10;43;21;22;-29;-9,8;
2013072;"Nowe Piekuty (2)";29;4;21;39;26;13;-10;-2,8;
2013082;"Sokoły (2)";38;15;22;65;39;26;-27;-5,1;
2013102;"Wysokie Mazowieckie (2)";69;41;28;54;27;27;15;2,7;
2014000;"Powiat zambrowski";379;176;178;512;299;210;-133;-3,2;
2014011;"Zambrów (1)";167;35;113;251;105;143;-84;-4,0;
2014022;"Kołaki Kościelne (2)";21;14;7;40;31;9;-19;-8,8;
2014032;"Rutki (2)";39;26;13;72;48;24;-33;-6,5;
2014042;"Szumowo (2)";26;7;18;47;35;12;-21;-4,6;
2014052;"Zambrów (2)";126;94;27;102;80;22;24;2,7;
2061000;"Powiat m. Białystok";2583;1090;1213;3329;1084;2183;-746;-2,6;
2061011;"Białystok (1)";2583;1090;1213;3329;1084;2183;-746;-2,6;
2062000;"Powiat m. Łomża";474;131;327;736;297;438;-262;-4,4;
2062011;"Łomża (1)";474;131;327;736;297;438;-262;-4,4;
2063000;"Powiat m. Suwałki";588;166;393;742;325;413;-154;-2,3;
2063011;"Suwałki (1)";588;166;393;742;325;413;-154;-2,3;
2200000;"POMORSKIE";32437;20461;10740;27628;12489;14330;4809;2,0;
2201000;"Powiat bytowski";760;331;401;923;404;500;-163;-2,1;
2201012;"Borzytuchom (2)";54;35;19;34;12;20;20;5,7;
2201023;"Bytów (3)";249;99;136;316;119;193;-67;-2,7;
2201024;"Bytów - miasto (4)";129;24;95;227;65;158;-98;-6,0;
2201025;"Bytów - obszar wiejski (5)";120;75;41;89;54;35;31;3,6;
2201032;"Czarna Dąbrówka (2)";44;7;35;61;26;35;-17;-3,0;
2201042;"Kołczygłowy (2)";32;10;20;51;15;36;-19;-4,7;
2201052;"Lipnica (2)";39;11;28;25;15;10;14;2,7;
2201063;"Miastko (3)";146;79;66;238;133;104;-92;-5,1;
2201064;"Miastko - miasto (4)";67;25;42;133;65;68;-66;-7,0;
2201065;"Miastko - obszar wiejski (5)";79;54;24;105;68;36;-26;-3,1;
2201072;"Parchowo (2)";66;26;35;58;23;32;8;2,1;
2201082;"Studzienice (2)";53;32;19;55;17;31;-2;-0,6;
2201092;"Trzebielino (2)";28;11;17;44;30;14;-16;-4,5;
2201102;"Tuchomie (2)";49;21;26;41;14;25;8;1,9;
2202000;"Powiat chojnicki";915;456;432;1049;462;565;-134;-1,4;
2202011;"Chojnice (1)";313;92;211;425;145;274;-112;-2,9;
2202023;"Brusy (3)";135;64;68;176;70;92;-41;-2,9;
2202024;"Brusy - miasto (4)";44;7;36;63;14;43;-19;-3,7;
2202025;"Brusy - obszar wiejski (5)";91;57;32;113;56;49;-22;-2,4;
2202032;"Chojnice (2)";259;183;67;204;143;60;55;2,8;
2202043;"Czersk (3)";196;108;83;222;92;129;-26;-1,2;
2202044;"Czersk - miasto (4)";45;12;28;118;29;88;-73;-7,4;
2202045;"Czersk - obszar wiejski (5)";151;96;55;104;63;41;47;4,1;
2202052;"Konarzyny (2)";12;9;3;22;12;10;-10;-4,4;
2203000;"Powiat człuchowski";537;295;221;625;311;300;-88;-1,6;
2203011;"Człuchów (1)";88;40;43;159;62;96;-71;-5,4;
2203023;"Czarne (3)";116;63;49;136;89;47;-20;-2,3;
2203024;"Czarne - miasto (4)";66;39;27;79;55;24;-13;-2,3;
2203025;"Czarne - obszar wiejski (5)";50;24;22;57;34;23;-7;-2,4;
2203032;"Człuchów (2)";175;126;46;102;59;41;73;6,8;
2203043;"Debrzno (3)";73;27;43;105;43;53;-32;-3,8;
2203044;"Debrzno - miasto (4)";41;12;28;66;23;41;-25;-5,1;
2203045;"Debrzno - obszar wiejski (5)";32;15;15;39;20;12;-7;-1,9;
2203052;"Koczała (2)";21;9;8;26;16;10;-5;-1,6;
2203062;"Przechlewo (2)";42;19;22;55;27;26;-13;-2,2;
2203072;"Rzeczenica (2)";22;11;10;42;15;27;-20;-6,0;
2204000;"Powiat gdański";3203;2287;849;1660;841;791;1543;11,8;
2204011;"Pruszcz Gdański (1)";572;323;232;502;178;316;70;2,2;
2204022;"Cedry Wielkie (2)";96;67;29;63;44;19;33;4,9;
2204032;"Kolbudy (2)";652;501;138;272;141;127;380;18,1;
2204042;"Pruszcz Gdański (2)";1030;827;180;508;326;169;522;13,9;
2204052;"Przywidz (2)";159;104;53;60;30;29;99;16,2;
2204062;"Pszczółki (2)";306;204;96;89;50;38;217;19,7;
2204072;"Suchy Dąb (2)";55;39;15;61;30;30;-6;-1,4;
2204082;"Trąbki Wielkie (2)";333;222;106;105;42;63;228;19,1;
2205000;"Powiat kartuski";2710;1743;915;1525;619;893;1185;7,8;
2205012;"Chmielno (2)";86;37;45;74;28;46;12;1,5;
2205023;"Kartuzy (3)";423;221;194;374;121;252;49;1,4;
2205024;"Kartuzy - miasto (4)";101;31;67;187;34;153;-86;-6,2;
2205025;"Kartuzy - obszar wiejski (5)";322;190;127;187;87;99;135;6,6;
2205032;"Przodkowo (2)";325;170;148;93;25;68;232;20,8;
2205042;"Sierakowice (2)";107;25;82;136;45;90;-29;-1,4;
2205052;"Somonino (2)";118;64;54;91;36;54;27;2,4;
2205062;"Stężyca (2)";154;74;78;96;37;58;58;5,1;
2205072;"Sulęczyno (2)";67;21;45;66;12;52;1;0,2;
2205083;"Żukowo (3)";1430;1131;269;595;315;273;835;16,6;
2205084;"Żukowo - miasto (4)";93;40;48;110;33;77;-17;-2,5;
2205085;"Żukowo - obszar wiejski (5)";1337;1091;221;485;282;196;852;19,5;
2206000;"Powiat kościerski";718;348;349;794;302;465;-76;-1,1;
2206011;"Kościerzyna (1)";191;42;143;312;78;232;-121;-5,2;
2206022;"Dziemiany (2)";41;19;21;35;18;17;6;1,4;
2206032;"Karsin (2)";42;20;22;39;21;18;3;0,5;
2206042;"Kościerzyna (2)";219;150;60;190;98;74;29;1,8;
2206052;"Liniewo (2)";48;28;18;64;26;38;-16;-3,6;
2206062;"Lipusz (2)";32;13;19;57;19;38;-25;-6,6;
2206072;"Nowa Karczma (2)";96;48;46;58;23;29;38;5,3;
2206082;"Stara Kiszewa (2)";49;28;20;39;19;19;10;1,5;
2207000;"Powiat kwidzyński";707;340;324;860;427;422;-153;-1,9;
2207011;"Kwidzyn (1)";251;79;157;385;152;230;-134;-3,6;
2207022;"Gardeja (2)";67;46;10;82;43;39;-15;-1,9;
2207032;"Kwidzyn (2)";191;131;55;118;84;32;73;6,4;
2207043;"Prabuty (3)";97;36;56;155;77;76;-58;-4,7;
2207044;"Prabuty - miasto (4)";58;16;40;87;42;43;-29;-3,6;
2207045;"Prabuty - obszar wiejski (5)";39;20;16;68;35;33;-29;-7,0;
2207052;"Ryjewo (2)";58;23;33;61;41;20;-3;-0,5;
2207062;"Sadlinki (2)";43;25;13;59;30;25;-16;-2,7;
2208000;"Powiat lęborski";781;380;381;854;434;386;-73;-1,1;
2208011;"Lębork (1)";382;130;245;413;172;222;-31;-0,9;
2208021;"Łeba (1)";25;14;7;78;33;35;-53;-17,3;
2208032;"Cewice (2)";100;42;57;97;55;42;3;0,4;
2208042;"Nowa Wieś Lęborska (2)";215;160;50;180;128;51;35;2,6;
2208052;"Wicko (2)";59;34;22;86;46;36;-27;-4,9;
2209000;"Powiat malborski";783;437;324;767;343;375;16;0,3;
2209011;"Malbork (1)";385;167;205;452;154;250;-67;-1,8;
2209032;"Lichnowy (2)";83;55;27;76;49;27;7;1,7;
2209042;"Malbork (2)";177;146;28;70;56;14;107;21,2;
2209062;"Miłoradz (2)";37;25;12;40;27;13;-3;-0,9;
2209073;"Nowy Staw (3)";81;29;48;97;39;58;-16;-2,3;
2209074;"Nowy Staw - miasto (4)";47;12;32;60;25;35;-13;-3,3;
2209075;"Nowy Staw - obszar wiejski (5)";34;17;16;37;14;23;-3;-1,0;
2209082;"Stare Pole (2)";20;15;4;32;18;13;-12;-2,7;
2210000;"Powiat nowodworski";330;150;165;370;225;140;-40;-1,2;
2210011;"Krynica Morska (1)";9;8;1;22;14;8;-13;-11,1;
2210023;"Nowy Dwór Gdański (3)";154;57;91;165;86;74;-11;-0,6;
2210024;"Nowy Dwór Gdański - miasto (4)";87;18;67;85;31;50;2;0,2;
2210025;"Nowy Dwór Gdański - obszar wiejski (5)";67;39;24;80;55;24;-13;-1,7;
2210032;"Ostaszewo (2)";47;21;23;38;32;6;9;3,1;
2210042;"Stegna (2)";84;45;33;106;68;38;-22;-2,4;
2210052;"Sztutowo (2)";36;19;17;39;25;14;-3;-0,9;
2211000;"Powiat pucki";1816;1411;363;1056;560;468;760;8,3;
2211011;"Hel (1)";15;9;6;54;37;17;-39;-13,9;
2211031;"Puck (1)";80;43;34;161;66;83;-81;-7,7;
2211052;"Kosakowo (2)";995;846;127;272;201;69;723;34,5;
2211062;"Krokowa (2)";85;43;38;116;39;75;-31;-2,9;
2211072;"Puck (2)";497;373;117;192;106;78;305;10,7;
2212000;"Powiat słupski";1748;1260;446;1417;823;528;331;3,4;
2212011;"Ustka (1)";139;82;56;244;126;118;-105;-7,6;
2212022;"Damnica (2)";48;25;21;87;49;38;-39;-6,9;
2212032;"Dębnica Kaszubska (2)";78;41;35;139;58;44;-61;-6,8;
2212042;"Główczyce (2)";76;25;43;81;39;32;-5;-0,6;
2212053;"Kępice (3)";78;33;44;127;68;52;-49;-6,0;
2212054;"Kępice - miasto (4)";27;5;21;51;24;24;-24;-7,3;
2212055;"Kępice - obszar wiejski (5)";51;28;23;76;44;28;-25;-5,1;
2212062;"Kobylnica (2)";495;387;94;186;145;38;309;21,8;
2212072;"Potęgowo (2)";45;22;21;97;51;45;-52;-8,0;
2212082;"Redzikowo (2)";571;460;99;294;196;91;277;14,2;
2212092;"Smołdzino (2)";46;33;13;40;17;23;6;1,9;
2212102;"Ustka (2)";172;152;20;122;74;47;50;6,2;
2213000;"Powiat starogardzki";1383;773;582;1465;648;782;-82;-0,7;
2213021;"Skórcz (1)";29;11;18;50;15;35;-21;-6,1;
2213031;"Starogard Gdański (1)";380;133;237;542;195;343;-162;-3,6;
2213042;"Bobowo (2)";33;15;18;45;24;21;-12;-3,8;
2213052;"Kaliska (2)";46;30;14;33;14;19;13;2,4;
2213062;"Lubichowo (2)";115;83;31;77;43;34;38;5,5;
2213072;"Osieczna (2)";20;8;12;23;13;10;-3;-1,1;
2213082;"Osiek (2)";24;15;8;30;18;12;-6;-2,7;
2213093;"Skarszewy (3)";165;92;70;195;80;98;-30;-2,1;
2213094;"Skarszewy - miasto (4)";30;12;18;107;33;67;-77;-11,6;
2213095;"Skarszewy - obszar wiejski (5)";135;80;52;88;47;31;47;6,0;
2213102;"Skórcz (2)";40;22;18;58;26;30;-18;-4,2;
2213112;"Smętowo Graniczne (2)";44;14;27;42;22;20;2;0,4;
2213122;"Starogard Gdański (2)";326;253;68;238;135;92;88;5,1;
2213132;"Zblewo (2)";145;85;57;92;46;45;53;4,3;
2214000;"Powiat tczewski";1228;705;479;1401;541;795;-173;-1,6;
2214011;"Tczew (1)";445;203;213;698;180;506;-253;-4,4;
2214023;"Gniew (3)";122;52;66;197;94;82;-75;-5,2;
2214024;"Gniew - miasto (4)";72;28;42;79;37;31;-7;-1,1;
2214025;"Gniew - obszar wiejski (5)";50;24;24;118;57;51;-68;-8,2;
2214032;"Morzeszczyn (2)";21;7;13;47;23;24;-26;-7,7;
2214043;"Pelplin (3)";158;68;88;205;87;89;-47;-3,1;
2214044;"Pelplin - miasto (4)";63;15;46;102;31;57;-39;-5,4;
2214045;"Pelplin - obszar wiejski (5)";95;53;42;103;56;32;-8;-1,0;
2214052;"Subkowy (2)";69;48;21;64;31;33;5;0,9;
2214062;"Tczew (2)";413;327;78;190;126;61;223;13,9;
2215000;"Powiat wejherowski";4554;3284;1174;2797;1300;1463;1757;7,7;
2215011;"Reda (1)";566;438;122;509;279;226;57;2,0;
2215021;"Rumia (1)";1254;992;237;657;343;305;597;11,3;
2215031;"Wejherowo (1)";531;294;215;710;231;468;-179;-3,9;
2215042;"Choczewo (2)";32;22;8;65;19;44;-33;-6,6;
2215052;"Gniewino (2)";71;31;40;72;23;49;-1;-0,1;
2215062;"Linia (2)";39;13;26;63;27;36;-24;-3,7;
2215072;"Luzino (2)";381;224;146;141;57;81;240;13,5;
2215082;"Łęczyce (2)";65;25;37;129;52;77;-64;-5,3;
2215092;"Szemud (2)";740;577;147;180;107;69;560;26,3;
2215102;"Wejherowo (2)";875;668;196;271;162;108;604;19,8;
2261000;"Powiat m. Gdańsk";6157;3810;1934;4609;1733;2673;1548;3,2;
2261011;"Gdańsk (1)";6157;3810;1934;4609;1733;2673;1548;3,2;
2262000;"Powiat m. Gdynia";2463;1693;641;3109;1488;1548;-646;-2,7;
2262011;"Gdynia (1)";2463;1693;641;3109;1488;1548;-646;-2,7;
2263000;"Powiat m. Słupsk";904;296;549;1316;340;960;-412;-4,8;
2263011;"Słupsk (1)";904;296;549;1316;340;960;-412;-4,8;
2264000;"Powiat m. Sopot";429;313;65;535;414;101;-106;-3,3;
2264011;"Sopot (1)";429;313;65;535;414;101;-106;-3,3;
2400000;"ŚLĄSKIE";41287;29310;10528;43996;27016;15433;-2709;-0,6;
2401000;"Powiat będziński";1925;1608;289;1605;1187;393;320;2,2;
2401011;"Będzin (1)";558;453;98;613;472;136;-55;-1,0;
2401021;"Czeladź (1)";340;305;30;348;276;65;-8;-0,3;
2401031;"Wojkowice (1)";122;111;11;113;69;43;9;1,1;
2401042;"Bobrowniki (2)";268;234;32;134;104;28;134;10,7;
2401052;"Mierzęcice (2)";138;95;42;75;45;30;63;7,9;
2401062;"Psary (2)";192;161;23;121;88;30;71;5,7;
2401073;"Siewierz (3)";222;174;44;148;90;51;74;5,8;
2401074;"Siewierz - miasto (4)";112;80;29;70;43;20;42;7,4;
2401075;"Siewierz - obszar wiejski (5)";110;94;15;78;47;31;32;4,6;
2402000;"Powiat bielski";2123;1487;574;1555;862;668;568;3,4;
2402011;"Szczyrk (1)";35;19;13;82;49;33;-47;-8,8;
2402022;"Bestwina (2)";179;143;30;105;65;34;74;6,1;
2402032;"Buczkowice (2)";129;97;32;98;70;28;31;2,8;
2402043;"Czechowice-Dziedzice (3)";422;233;179;479;220;257;-57;-1,3;
2402044;"Czechowice-Dziedzice - miasto (4)";296;142;146;384;165;217;-88;-2,5;
2402045;"Czechowice-Dziedzice - obszar wiejski (5)";126;91;33;95;55;40;31;3,2;
2402052;"Jasienica (2)";320;231;87;213;141;70;107;4,2;
2402062;"Jaworze (2)";174;149;18;85;47;36;89;12,1;
2402072;"Kozy (2)";192;139;48;126;66;52;66;5,0;
2402082;"Porąbka (2)";171;119;40;88;49;38;83;5,4;
2402093;"Wilamowice (3)";275;185;78;150;76;72;125;6,9;
2402094;"Wilamowice - miasto (4)";32;14;16;36;9;26;-4;-1,3;
2402095;"Wilamowice - obszar wiejski (5)";243;171;62;114;67;46;129;8,6;
2402102;"Wilkowice (2)";226;172;49;129;79;48;97;7,3;
2403000;"Powiat cieszyński";1817;1122;645;1716;882;776;101;0,6;
2403011;"Cieszyn (1)";282;147;121;345;147;195;-63;-1,9;
2403021;"Ustroń (1)";214;128;78;202;90;105;12;0,8;
2403031;"Wisła (1)";74;48;24;68;39;28;6;0,6;
2403042;"Brenna (2)";136;103;32;84;44;40;52;4,4;
2403052;"Chybie (2)";98;46;47;70;39;30;28;2,9;
2403062;"Dębowiec (2)";68;43;25;48;21;27;20;3,5;
2403072;"Goleszów (2)";172;126;45;111;65;41;61;4,6;
2403082;"Hażlach (2)";124;87;34;135;87;48;-11;-1,0;
2403092;"Istebna (2)";70;40;22;95;70;16;-25;-2,1;
2403103;"Skoczów (3)";300;197;98;280;116;140;20;0,8;
2403104;"Skoczów - miasto (4)";89;51;37;175;59;102;-86;-6,4;
2403105;"Skoczów - obszar wiejski (5)";211;146;61;105;57;38;106;8,3;
2403113;"Strumień (3)";162;78;83;131;60;70;31;2,4;
2403114;"Strumień - miasto (4)";45;11;33;48;21;27;-3;-0,8;
2403115;"Strumień - obszar wiejski (5)";117;67;50;83;39;43;34;3,5;
